"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein IDs","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Intensity","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"F1LM16;P20961",27.90164919096,8.72837617848876,85.5006952619101,2.31620148355681e-20,1.25136678662744e-19,"F1LM16;P20961","Plasminogen activator inhibitor 1","Serpine1","tr|F1LM16|F1LM16_RAT Plasminogen activator inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Serpine1 PE=3 SV=1;sp|P20961|PAI1_RAT Plasminogen activator inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Serpine1 PE=2 SV=1",45.041,199630000,0,0,0,0,0,11828000,5718200,59207000,55344000,67537000,0,0,0,0,0,537650,259920,2691200,2515600,3069900,0,0,0,0,0,26381000,0,52850000,45655000,50129000,0,0,0,0,0,4,4,9,11,16
"P11762",27.8919931030219,8.71872009145227,85.4839623738111,2.33588466837122e-20,1.25136678662744e-19,"P11762","Galectin-1","Lgals1","sp|P11762|LEG1_RAT Galectin-1 OS=Rattus norvegicus OX=10116 GN=Lgals1 PE=1 SV=2",14.857,304020000,22744000,45262000,0,23586000,16187000,28005000,41373000,36215000,41733000,48913000,2527100,5029100,0,2620600,1798600,3111700,4597000,4023900,4637000,5434800,0,0,0,0,0,0,52302000,40848000,28835000,47289000,3,3,1,3,1,3,6,3,7,5
"Q63083",28.0648529957926,8.89157996392622,85.7835088917484,2.00753395846125e-20,1.25136678662744e-19,"Q63083;Q6P6Q3","Nucleobindin-1","Nucb1","sp|Q63083|NUCB1_RAT Nucleobindin-1 OS=Rattus norvegicus OX=10116 GN=Nucb1 PE=1 SV=1",53.506,212480000,0,0,0,0,0,10163000,9887900,73590000,39940000,78897000,0,0,0,0,0,376420,366220,2725600,1479300,2922100,0,0,0,0,0,22010000,19300000,54116000,35560000,63902000,0,0,0,0,0,3,2,12,11,13
"Q6GMN4;A0A0G2K4Q6;Q8JZQ0",28.1242299855513,8.95095694717085,85.8864022881399,1.90574733191833e-20,1.25136678662744e-19,"Q6GMN4;A0A0G2K4Q6;Q8JZQ0","Macrophage colony-stimulating factor 1;Processed macrophage colony-stimulating factor 1","Csf1","tr|Q6GMN4|Q6GMN4_RAT Macrophage colony-stimulating factor 1 OS=Rattus norvegicus OX=10116 GN=Csf1 PE=2 SV=1;tr|A0A0G2K4Q6|A0A0G2K4Q6_RAT Macrophage colony-stimulating factor 1 OS=Rattus norvegicus OX=10116 GN=Csf1 PE=4 SV=1;sp|Q8JZQ0|CSF1_RAT Macrophage co",62.152,233930000,0,0,0,0,0,35431000,17643000,65948000,52273000,62634000,0,0,0,0,0,1265400,630090,2355300,1866900,2236900,0,0,0,0,0,56446000,0,51427000,43009000,51784000,0,0,0,0,0,7,3,9,8,6
"Q9QXY8",27.5349566915212,8.36168373117914,84.8652590711919,3.19406263661343e-20,1.59703131830672e-19,"Q9QXY8","C-C motif chemokine 7","Ccl7","sp|Q9QXY8|CCL7_RAT C-C motif chemokine 7 OS=Rattus norvegicus OX=10116 GN=Ccl7 PE=3 SV=1",10.906,171040000,0,0,0,0,0,12674000,23992000,43107000,39489000,51782000,0,0,0,0,0,4224500,7997200,14369000,13163000,17261000,0,0,0,0,0,43318000,0,18875000,35681000,36128000,0,0,0,0,0,3,2,4,6,6
"P04797;Q0QEU1;M0R590;D3ZGY4;M0R660;E9PTN6;E9PTV9",26.7276315223799,7.55435873677919,83.4662563213865,6.48128973776217e-20,3.03810456457602e-19,"P04797;Q0QEU1;M0R590;D3ZGY4;M0R660;E9PTN6;E9PTV9;A0A0G2K8S2;D3ZEN2;F1M2N4;D3ZME3;F1M4G6;D3ZWV2;A0A0G2K7M1;A0A0G2JYY8;Q498M9;B1WBQ8;Q9ESV6","Glyceraldehyde-3-phosphate dehydrogenase","Gapdh;GAPDH;LOC685186;Gapdh-ps2;RGD1565368;RGD1564688;RGD1562758","sp|P04797|G3P_RAT Glyceraldehyde-3-phosphate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Gapdh PE=1 SV=3;tr|Q0QEU1|Q0QEU1_RAT Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Rattus norvegicus OX=10116 GN=GAPDH PE=2 SV=1;tr|M0R590|M0R590_RAT Glyce",35.828,95424000,4703700,8508800,0,0,0,11347000,0,19132000,34598000,17134000,293980,531800,0,0,0,709200,0,1195800,2162300,1070900,0,0,0,0,0,20080000,0,16258000,20440000,20109000,1,1,0,0,0,2,0,3,6,3
"M0RBF1;M0RBJ7;P01026",8.1275990724704,14.9485475253779,10.6362697356349,0.00110891121263018,0.00489225534983904,"M0RBF1;M0RBJ7;P01026","Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2","C3","tr|M0RBF1|M0RBF1_RAT Complement C3 OS=Rattus norvegicus OX=10116 GN=C3 PE=1 SV=1;tr|M0RBJ7|M0RBJ7_RAT Complement C3 OS=Rattus norvegicus OX=10116 GN=C3 PE=1 SV=1;sp|P01026|CO3_RAT Complement C3 OS=Rattus norvegicus OX=10116 GN=C3 PE=1 SV=3",186.32,1.3964e+10,36067000,78186000,14702000,31697000,24722000,1807200000,1861400000,3526800000,3.357e+09,3226200000,357100,774110,145560,313830,244770,17893000,18430000,34919000,33238000,31942000,0,44242000,0,0,0,2193800000,2558600000,2695400000,2578700000,2610600000,5,3,3,3,3,164,157,161,170,172
"P06238",3.88183503233586,10.6928379886141,3.58917219238182,0.0581572064786479,0.242321693661033,"P06238;Q5D178;Q5FX35;Q5D1M8;Q63335;D4AA52;A0A0G2K926;P14046;Q6LDG8;Q9JMK6","Alpha-2-macroglobulin","A2m","sp|P06238|A2MG_RAT Alpha-2-macroglobulin OS=Rattus norvegicus OX=10116 GN=A2m PE=2 SV=2",163.78,757980000,4128300,45901000,0,0,0,8823000,59430000,226350000,198100000,215250000,53614,596120,0,0,0,114580,771810,2939600,2572800,2795500,0,41294000,0,0,0,0,125220000,181540000,159610000,162650000,1,6,0,0,0,5,13,29,37,30
"A0A096P6L8;P04937;P04937-3;F1LST1;P04937-2;P04937-4",2.5597941418566,11.6421185330462,1.75337416258493,0.185453114808601,0.643239987762207,"A0A096P6L8;P04937;P04937-3;F1LST1;P04937-2;P04937-4;Q6LC76;P97624;Q9Z1G8","Fibronectin;Anastellin","Fn1","tr|A0A096P6L8|A0A096P6L8_RAT Fibronectin OS=Rattus norvegicus OX=10116 GN=Fn1 PE=1 SV=2;sp|P04937|FINC_RAT Fibronectin OS=Rattus norvegicus OX=10116 GN=Fn1 PE=1 SV=2;sp|P04937-3|FINC_RAT Isoform 3 of Fibronectin OS=Rattus norvegicus OX=10116 GN=Fn1;tr|F1LS",272.44,1438200000,55434000,174660000,17673000,7576200,7985500,101200000,65834000,271740000,409160000,326910000,513280,1617200,163640,70150,73940,937060,609580,2516100,3788600,3026900,59396000,81525000,25935000,0,0,140250000,108090000,205410000,353640000,303980000,13,17,5,2,3,20,17,44,59,44
"B5DEN4;P04642;Q6P9U7",2.53900216570718,7.15653898438019,1.72786544428558,0.188683729743581,0.643239987762207,"B5DEN4;P04642;Q6P9U7","L-lactate dehydrogenase;L-lactate dehydrogenase A chain","Ldha","tr|B5DEN4|B5DEN4_RAT L-lactate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Ldha PE=1 SV=1;sp|P04642|LDHA_RAT L-lactate dehydrogenase A chain OS=Rattus norvegicus OX=10116 GN=Ldha PE=1 SV=1;tr|Q6P9U7|Q6P9U7_RAT L-lactate dehydrogenase OS=Rattus norvegicu",36.45,70789000,0,8279200,0,0,0,0,0,30882000,13489000,18139000,0,459950,0,0,0,0,0,1715700,749390,1007700,0,8225100,0,0,0,0,0,21300000,12970000,16577000,0,2,0,0,0,0,0,4,3,4
"M0R4L7;G3V9C7;G3V8B3;D3ZWM5;D3ZLY9;A0A0G2JXE0;D3ZNH4;A0A0G2JXI9;Q00715;A0A0G2K7R1;M0RBQ5;D4A817;D3ZNZ9",2.60803602218227,10.8274413028103,1.81307165399306,0.178140194971896,0.643239987762207,"M0R4L7;G3V9C7;G3V8B3;D3ZWM5;D3ZLY9;A0A0G2JXE0;D3ZNH4;A0A0G2JXI9;Q00715;A0A0G2K7R1;M0RBQ5;D4A817;D3ZNZ9;Q00729","Histone H2B;Histone H2B type 1","Hist1h2bl;Hist1h2bk;LOC100910200;Hist1h2bb;Hist1h2bh;Hist1h2bo;Hist3h2bb;LOC100912338;Hist3h2ba","tr|M0R4L7|M0R4L7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bl PE=3 SV=1;tr|G3V9C7|G3V9C7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bk PE=3 SV=1;tr|G3V8B3|G3V8B3_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bq PE=3 SV=",13.91,1062600000,63503000,23038000,18995000,0,14710000,38213000,30217000,283050000,285200000,305650000,9071800,3291200,2713500,0,2101400,5459000,4316800,40435000,40743000,43664000,87782000,0,0,0,0,0,0,213190000,218420000,218100000,4,4,2,3,2,7,5,8,11,9
"M0R757;P62630;F1M6C2",2.59080739231477,10.7872718384199,1.79167341207562,0.180722407233179,0.643239987762207,"M0R757;P62630;F1M6C2;P62632","Elongation factor 1-alpha;Elongation factor 1-alpha 1","LOC100360413;Eef1a1;LOC100360150","tr|M0R757|M0R757_RAT Elongation factor 1-alpha OS=Rattus norvegicus OX=10116 GN=LOC100360413 PE=3 SV=1;sp|P62630|EF1A1_RAT Elongation factor 1-alpha 1 OS=Rattus norvegicus OX=10116 GN=Eef1a1 PE=2 SV=1;tr|F1M6C2|F1M6C2_RAT Tr-type G domain-containing protei",50.107,765500000,35012000,57702000,0,0,13267000,72859000,66664000,183160000,164380000,172460000,1667200,2747700,0,0,631740,3469500,3174500,8721700,7827800,8212400,46074000,46023000,0,0,0,87453000,82023000,134890000,156940000,152790000,4,10,0,0,3,6,6,14,15,14
"P07151",2.42717237967483,9.80418477721945,1.59288396480645,0.20691457917142,0.646608059910687,"P07151","Beta-2-microglobulin","B2m","sp|P07151|B2MG_RAT Beta-2-microglobulin OS=Rattus norvegicus OX=10116 GN=B2m PE=1 SV=1",13.72,583940000,29011000,97431000,0,14595000,16354000,26191000,37349000,90485000,113970000,158550000,4835200,16239000,0,2432500,2725600,4365200,6224800,15081000,18995000,26425000,0,55045000,0,0,0,0,0,95885000,107020000,110960000,1,4,1,2,1,2,4,4,5,10
"P68370;A0A0H2UHM7;Q6AYZ1;Q68FR8",2.47496905876209,10.9228139636822,1.65009849004851,0.198945526601526,0.646608059910687,"P68370;A0A0H2UHM7;Q6AYZ1;Q68FR8;Q6AY56;F1LUM5","Tubulin alpha-1A chain;Tubulin alpha-1C chain;Tubulin alpha-3 chain","Tuba1a;Tuba1c;Tuba3a","sp|P68370|TBA1A_RAT Tubulin alpha-1A chain OS=Rattus norvegicus OX=10116 GN=Tuba1a PE=1 SV=1;tr|A0A0H2UHM7|A0A0H2UHM7_RAT Tubulin alpha chain OS=Rattus norvegicus OX=10116 GN=LOC100909441 PE=3 SV=1;sp|Q6AYZ1|TBA1C_RAT Tubulin alpha-1C chain OS=Rattus norve",50.135,981890000,26867000,138150000,12137000,15503000,14590000,19973000,73808000,213890000,245390000,221580000,1279400,6578400,577930,738220,694770,951080,3514600,10185000,11685000,10551000,30672000,81089000,0,0,0,0,1.21e+08,173670000,185030000,189390000,4,9,1,3,2,4,8,21,26,17
"D4A4S3;P63018;M0RCB1;M0R8M9;F1LZI1;A0A0G2JVI3",2.31365138165672,9.58516302658676,1.4599316071124,0.226941003085797,0.664074497644704,"D4A4S3;P63018;M0RCB1;M0R8M9;F1LZI1;A0A0G2JVI3;A0A0G2JUT0;P14659;P55063;P0DMW1;P0DMW0;P06761;Q7M081;A0A1Y2AMY3","Heat shock cognate 71 kDa protein","Hspa8;LOC102549957;LOC680121","tr|D4A4S3|D4A4S3_RAT Heat shock cognate 71 kDa protein OS=Rattus norvegicus OX=10116 GN=Hspa8 PE=3 SV=3;sp|P63018|HSP7C_RAT Heat shock cognate 71 kDa protein OS=Rattus norvegicus OX=10116 GN=Hspa8 PE=1 SV=1;tr|M0RCB1|M0RCB1_RAT Uncharacterized protein OS=R",70.726,403750000,13705000,77399000,0,0,0,0,0,126980000,94045000,91612000,415310,2345400,0,0,0,0,0,3848000,2849800,2776100,0,50515000,0,0,0,0,0,98708000,84689000,82768000,2,8,1,0,1,5,2,17,11,13
"Q6P7A4;P10960;F7EPE0",2.29591994909392,11.7205627782285,1.43954803303576,0.230212492516831,0.664074497644704,"Q6P7A4;P10960;F7EPE0","Sulfated glycoprotein 1","Psap","tr|Q6P7A4|Q6P7A4_RAT Prosaposin OS=Rattus norvegicus OX=10116 GN=Psap PE=2 SV=1;sp|P10960|SAP_RAT Prosaposin OS=Rattus norvegicus OX=10116 GN=Psap PE=1 SV=1;tr|F7EPE0|F7EPE0_RAT Prosaposin OS=Rattus norvegicus OX=10116 GN=Psap PE=1 SV=2",61.039,1463400000,26625000,159210000,2799800,2483100,13682000,141990000,129470000,398770000,287550000,300800000,887490,5307100,93325,82770,456060,4732900,4315800,13292000,9585200,10027000,52033000,121410000,0,0,35117000,179040000,178730000,277960000,241120000,255770000,3,12,1,2,2,13,14,25,19,20
"A0A0G2JSH9;P35704",1.86909391863628,8.05828621555905,0.982976716418761,0.321465006158201,0.808482251950263,"A0A0G2JSH9;P35704","Peroxiredoxin-2","Prdx2","tr|A0A0G2JSH9|A0A0G2JSH9_RAT Peroxiredoxin OS=Rattus norvegicus OX=10116 GN=Prdx2 PE=1 SV=1;sp|P35704|PRDX2_RAT Peroxiredoxin-2 OS=Rattus norvegicus OX=10116 GN=Prdx2 PE=1 SV=3",21.797,154610000,20484000,26730000,0,0,0,0,0,33973000,42260000,31160000,1575700,2056200,0,0,0,0,0,2613300,3250800,2397000,0,22497000,0,0,0,0,0,31079000,29907000,25972000,1,2,0,0,0,0,0,5,7,7
"P55051",1.86118701446354,11.0191527213984,0.975175122418563,0.323392900780105,0.808482251950263,"P55051","Fatty acid-binding protein, brain","Fabp7","sp|P55051|FABP7_RAT Fatty acid-binding protein, brain OS=Rattus norvegicus OX=10116 GN=Fabp7 PE=1 SV=2",14.864,867550000,167250000,0,18007000,17160000,14009000,21852000,119480000,173810000,182320000,153660000,23893000,0,2572400,2451500,2001300,3121700,17069000,24830000,26046000,21951000,153570000,0,0,0,0,109750000,165110000,111250000,127280000,135390000,9,2,3,3,6,7,5,7,11,8
"Q3KRE8;P85108",1.98141511413792,11.0036210636724,1.09647194743476,0.295041670136775,0.808482251950263,"Q3KRE8;P85108","Tubulin beta-2B chain;Tubulin beta-2A chain","Tubb2b;Tubb2a","sp|Q3KRE8|TBB2B_RAT Tubulin beta-2B chain OS=Rattus norvegicus OX=10116 GN=Tubb2b PE=1 SV=1;sp|P85108|TBB2A_RAT Tubulin beta-2A chain OS=Rattus norvegicus OX=10116 GN=Tubb2a PE=1 SV=1",49.953,972940000,43356000,150280000,16112000,15164000,13399000,58245000,79971000,208180000,153770000,234470000,2167800,7513900,805600,758220,669970,2912200,3998600,10409000,7688500,11723000,64038000,89572000,0,0,0,93416000,114010000,145530000,146400000,162070000,6,13,2,4,4,6,11,16,16,20
"Q6P7S6;G3V836;P05371",1.92312650014254,14.0162836212473,1.03694846458852,0.308532241834636,0.808482251950263,"Q6P7S6;G3V836;P05371;O35510;A0A0G2KB42;Q9ERD1","Clusterin;Clusterin;Clusterin beta chain;Clusterin alpha chain","Clu","tr|Q6P7S6|Q6P7S6_RAT Clusterin OS=Rattus norvegicus OX=10116 GN=Clu PE=2 SV=1;tr|G3V836|G3V836_RAT Clusterin OS=Rattus norvegicus OX=10116 GN=Clu PE=1 SV=1;sp|P05371|CLUS_RAT Clusterin OS=Rattus norvegicus OX=10116 GN=Clu PE=1 SV=2",51.464,6983600000,218890000,307150000,107380000,129320000,123870000,909300000,884170000,1508500000,1398800000,1396300000,11521000,16166000,5651600,6806300,6519400,47858000,46535000,79394000,73620000,73488000,281260000,219360000,234200000,210020000,214240000,953480000,971290000,1102100000,1122500000,1118400000,17,14,13,11,9,53,61,36,53,47
"A0A0G2K506;Q1PBJ1;P70490",-1.7123568643278,9.54143558449231,0.833193178345269,0.361350810420938,0.857671662468559,"A0A0G2K506;Q1PBJ1;P70490","Lactadherin","Mfge8","tr|A0A0G2K506|A0A0G2K506_RAT Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=1 SV=1;tr|Q1PBJ1|Q1PBJ1_RAT Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=1 SV=1;sp|P70490|MFGM_RAT Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=2 SV=1",51.143,359660000,35406000,128930000,19974000,26426000,6964200,14629000,12943000,37876000,54461000,22051000,1686000,6139600,951140,1258400,331630,696600,616340,1803600,2593400,1050100,45012000,64265000,42212000,44954000,0,0,0,21636000,28221000,22404000,8,14,7,3,4,1,2,5,7,5
"F1M7L6;P47868",1.69517360811303,8.89440260376475,0.817405230513643,0.365939909319919,0.857671662468559,"F1M7L6;P47868","Secretogranin-3","Scg3","tr|F1M7L6|F1M7L6_RAT Secretogranin III, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Scg3 PE=1 SV=2;sp|P47868|SCG3_RAT Secretogranin-3 OS=Rattus norvegicus OX=10116 GN=Scg3 PE=1 SV=1",53.252,309640000,18091000,63893000,0,13822000,12460000,10569000,8319200,55396000,59537000,67552000,695820,2457400,0,531620,479240,406500,319970,2130600,2289900,2598100,0,44094000,0,0,0,0,0,50869000,45786000,55056000,2,6,0,2,2,3,2,6,6,7
"A0A0G2K793;P34058",1.54986813488567,10.4488473814007,0.689083514391811,0.406476286461406,0.865421357201513,"A0A0G2K793;P34058;D3ZXC7","Heat shock protein HSP 90-beta","Hsp90ab1","tr|A0A0G2K793|A0A0G2K793_RAT Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=1;sp|P34058|HS90B_RAT Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=4",80.021,789700000,38330000,160740000,0,18481000,24266000,27393000,20366000,132660000,181840000,185620000,1161500,4870900,0,560030,735340,830090,617160,4020100,5510300,5625000,45643000,87459000,0,0,0,0,0,129700000,132190000,173310000,4,10,2,4,2,2,4,16,21,20
