"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein IDs","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Intensity","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"Q63654;Q6P7R7;F1LU69;Q6PED0;Q5FWT0;F1LML2;P62986;P62982;P0CG51;Q63429",28.5654569356787,9.39216737269999,86.6513284551489,1.29443592477725e-20,1.27286199269763e-19,"Q63654;Q6P7R7;F1LU69;Q6PED0;Q5FWT0;F1LML2;P62986;P62982;P0CG51;Q63429;F1M927","Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin;Ubiquitin-related","Ubb;Uba52;Rps27l3;Rps27a;LOC100360548;Ubc","tr|Q63654|Q63654_RAT Polyubiquitin (Fragment) OS=Rattus norvegicus OX=10116 GN=UBC PE=2 SV=1;tr|Q6P7R7|Q6P7R7_RAT Ubiquitin A-52 residue ribosomal protein fusion product 1 OS=Rattus norvegicus OX=10116 GN=Uba52 PE=2 SV=1;tr|F1LU69|F1LU69_RAT Ubiquitin-like",11.241,635930000,43541000,125180000,42086000,42687000,0,32743000,31821000,100050000,99183000,118640000,7256900,20864000,7014300,7114500,0,5457200,5303500,16675000,16530000,19773000,0,0,0,0,0,0,0,84204000,90517000,105560000,2,5,3,3,0,1,1,6,4,6
"Q6P6Q5;P08592;P08592-2",28.6199809185075,9.44669135109393,86.7458130155823,1.23404789681171e-20,1.27286199269763e-19,"Q6P6Q5;P08592;P08592-2","Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31","App","tr|Q6P6Q5|Q6P6Q5_RAT Amyloid-beta A4 protein OS=Rattus norvegicus OX=10116 GN=App PE=1 SV=1;sp|P08592|A4_RAT Amyloid-beta A4 protein OS=Rattus norvegicus OX=10116 GN=App PE=1 SV=2;sp|P08592-2|A4_RAT Isoform APP695 of Amyloid-beta A4 protein OS=Rattus norve",82.797,353490000,0,43281000,0,0,0,6127600,30526000,96852000,70775000,105930000,0,1352500,0,0,0,191490,953930,3026600,2211700,3310300,0,0,0,0,0,0,64245000,74528000,64659000,79249000,1,2,0,1,0,3,7,15,10,17
"F1LM16;P20961",27.9014123107972,8.72812281443334,85.5006071640193,2.31630467896066e-20,1.45064161815989e-19,"F1LM16;P20961","Plasminogen activator inhibitor 1","Serpine1","tr|F1LM16|F1LM16_RAT Plasminogen activator inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Serpine1 PE=3 SV=1;sp|P20961|PAI1_RAT Plasminogen activator inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Serpine1 PE=2 SV=1",45.041,199630000,0,0,0,0,0,11828000,5718200,59207000,55344000,67537000,0,0,0,0,0,537650,259920,2691200,2515600,3069900,0,0,0,0,0,26381000,0,52850000,45655000,50129000,0,0,0,0,0,4,4,9,11,16
"F1M9B2;Q5RJM3",28.2191591581552,9.04586962613073,86.0512298583992,1.7533406390565e-20,1.45064161815989e-19,"F1M9B2;Q5RJM3",NA,"Igfbp7","tr|F1M9B2|F1M9B2_RAT Insulin-like growth factor binding protein 7, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Igfbp7 PE=1 SV=2;tr|Q5RJM3|Q5RJM3_RAT Insulin-like growth factor binding protein 7 OS=Rattus norvegicus OX=10116 GN=Igfbp7 PE=2 SV=1",28.949,261300000,0,0,0,0,0,4931100,6430000,83208000,70763000,95972000,0,0,0,0,0,328740,428670,5547200,4717500,6398100,0,0,0,0,0,0,0,64104000,77099000,78841000,0,0,0,0,0,2,1,11,9,13
"P11762",27.891858810536,8.71856931506014,85.4840519309384,2.33577887669812e-20,1.45064161815989e-19,"P11762","Galectin-1","Lgals1","sp|P11762|LEG1_RAT Galectin-1 OS=Rattus norvegicus OX=10116 GN=Lgals1 PE=1 SV=2",14.857,304020000,22744000,45262000,0,23586000,16187000,28005000,41373000,36215000,41733000,48913000,2527100,5029100,0,2620600,1798600,3111700,4597000,4023900,4637000,5434800,0,0,0,0,0,0,52302000,40848000,28835000,47289000,3,3,1,3,1,3,6,3,7,5
"P19804;Q05982",27.9996674782877,8.82637797012826,85.6708732079376,2.12520308035664e-20,1.45064161815989e-19,"P19804;Q05982;Q9QWQ4;Q6LCQ4","Nucleoside diphosphate kinase B;Nucleoside diphosphate kinase A","Nme2;Nme1","sp|P19804|NDKB_RAT Nucleoside diphosphate kinase B OS=Rattus norvegicus OX=10116 GN=Nme2 PE=1 SV=1;sp|Q05982|NDKA_RAT Nucleoside diphosphate kinase A OS=Rattus norvegicus OX=10116 GN=Nme1 PE=1 SV=1",17.283,269090000,8066400,13030000,4721800,0,7930300,10076000,9115900,89540000,49477000,77136000,733310,1184600,429250,0,720940,915990,828720,8140000,4497900,7012400,0,0,0,0,0,0,0,58688000,60180000,70506000,2,3,1,0,1,2,3,8,5,9
"Q63083",28.0646767634446,8.89138724767491,85.7835279007746,2.00751466040051e-20,1.45064161815989e-19,"Q63083;Q6P6Q3","Nucleobindin-1","Nucb1","sp|Q63083|NUCB1_RAT Nucleobindin-1 OS=Rattus norvegicus OX=10116 GN=Nucb1 PE=1 SV=1",53.506,212480000,0,0,0,0,0,10163000,9887900,73590000,39940000,78897000,0,0,0,0,0,376420,366220,2725600,1479300,2922100,0,0,0,0,0,22010000,19300000,54116000,35560000,63902000,0,0,0,0,0,3,2,12,11,13
"Q6GMN4;A0A0G2K4Q6;Q8JZQ0",28.1240596246138,8.95077010232846,85.8864322031203,1.90571850235891e-20,1.45064161815989e-19,"Q6GMN4;A0A0G2K4Q6;Q8JZQ0","Macrophage colony-stimulating factor 1;Processed macrophage colony-stimulating factor 1","Csf1","tr|Q6GMN4|Q6GMN4_RAT Macrophage colony-stimulating factor 1 OS=Rattus norvegicus OX=10116 GN=Csf1 PE=2 SV=1;tr|A0A0G2K4Q6|A0A0G2K4Q6_RAT Macrophage colony-stimulating factor 1 OS=Rattus norvegicus OX=10116 GN=Csf1 PE=4 SV=1;sp|Q8JZQ0|CSF1_RAT Macrophage co",62.152,233930000,0,0,0,0,0,35431000,17643000,65948000,52273000,62634000,0,0,0,0,0,1265400,630090,2355300,1866900,2236900,0,0,0,0,0,56446000,0,51427000,43009000,51784000,0,0,0,0,0,7,3,9,8,6
"Q6MG74;G3V615;A0A0U1RRP9;Q7TP05",27.9831909062138,8.8099013999419,85.6423209907243,2.1561116951717e-20,1.45064161815989e-19,"Q6MG74;G3V615;A0A0U1RRP9;Q7TP05",NA,"Cfb;C2","tr|Q6MG74|Q6MG74_RAT B-factor, properdin OS=Rattus norvegicus OX=10116 GN=Cfb PE=2 SV=1;tr|G3V615|G3V615_RAT Complement factor B OS=Rattus norvegicus OX=10116 GN=Cfb PE=1 SV=1;tr|A0A0U1RRP9|A0A0U1RRP9_RAT Complement factor B OS=Rattus norvegicus OX=10116 G",85.12,211160000,0,0,0,0,0,0,0,67168000,66942000,77046000,0,0,0,0,0,0,0,1865800,1859500,2140200,0,0,0,0,0,0,0,59649000,71067000,55474000,0,0,0,0,0,0,1,14,11,14
"Q9QXY8",27.5347276304001,8.36143818617355,84.865180005783,3.19419036382816e-20,1.88457231465861e-19,"Q9QXY8","C-C motif chemokine 7","Ccl7","sp|Q9QXY8|CCL7_RAT C-C motif chemokine 7 OS=Rattus norvegicus OX=10116 GN=Ccl7 PE=3 SV=1",10.906,171040000,0,0,0,0,0,12674000,23992000,43107000,39489000,51782000,0,0,0,0,0,4224500,7997200,14369000,13163000,17261000,0,0,0,0,0,43318000,0,18875000,35681000,36128000,0,0,0,0,0,3,2,4,6,6
"Q6P6T6;P24268",27.2536749051068,8.08038551133192,84.3781438116832,4.0864031955948e-20,2.29616941466756e-19,"Q6P6T6;P24268","Cathepsin D;Cathepsin D 12 kDa light chain;Cathepsin D 9 kDa light chain;Cathepsin D 34 kDa heavy chain;Cathepsin D 30 kDa heavy chain","Ctsd","tr|Q6P6T6|Q6P6T6_RAT Cathepsin D OS=Rattus norvegicus OX=10116 GN=Ctsd PE=1 SV=1;sp|P24268|CATD_RAT Cathepsin D OS=Rattus norvegicus OX=10116 GN=Ctsd PE=1 SV=1",44.622,163620000,0,0,0,0,0,0,24512000,13635000,66425000,59046000,0,0,0,0,0,0,1361800,757470,3690300,3280300,0,0,0,0,0,0,0,0,52324000,60406000,0,0,0,0,0,0,1,3,3,4
"A0A0H2UHI5;E0A3N4;A0A0G2KB85;A0A0G2K9B1;P09006;A0A0G2K1T8",27.1044099214925,7.93112055868636,84.119482907081,4.65758127245416e-20,2.45690177931377e-19,"A0A0H2UHI5;E0A3N4;A0A0G2KB85;A0A0G2K9B1;P09006;A0A0G2K1T8","Serine protease inhibitor A3N","Serpina3n","tr|A0A0H2UHI5|A0A0H2UHI5_RAT Serine protease inhibitor A3N OS=Rattus norvegicus OX=10116 GN=Serpina3n PE=1 SV=1;tr|E0A3N4|E0A3N4_RAT Serpina3n-like protein OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2KB85|A0A0G2KB85_RAT Serine protease inhibitor A3N O",45.481,132250000,0,0,0,0,0,16928000,0,27875000,39380000,48063000,0,0,0,0,0,677120,0,1115000,1575200,1922500,0,0,0,0,0,0,0,28767000,30533000,42767000,0,0,0,0,0,4,0,7,6,8
"Q6Q0N0",27.0726941764448,7.89940482057309,84.0645227295283,4.78887634950989e-20,2.45690177931377e-19,"Q6Q0N0","Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha","Clstn1","sp|Q6Q0N0|CSTN1_RAT Calsyntenin-1 OS=Rattus norvegicus OX=10116 GN=Clstn1 PE=1 SV=1",106.26,117810000,0,5134900,0,0,0,0,0,33032000,39633000,40013000,0,138780,0,0,0,0,0,892760,1071100,1081400,0,0,0,0,0,0,0,33490000,31168000,34896000,0,3,0,0,0,1,3,6,7,10
"P04797;Q0QEU1;M0R590;D3ZGY4;M0R660;E9PTN6;E9PTV9",26.7274051638839,7.55411589442866,83.4661719941432,6.48156621825472e-20,3.05929925501623e-19,"P04797;Q0QEU1;M0R590;D3ZGY4;M0R660;E9PTN6;E9PTV9;A0A0G2K8S2;D3ZEN2;F1M2N4;D3ZME3;F1M4G6;D3ZWV2;A0A0G2K7M1;A0A0G2JYY8;Q498M9;B1WBQ8;Q9ESV6","Glyceraldehyde-3-phosphate dehydrogenase","Gapdh;GAPDH;LOC685186;Gapdh-ps2;RGD1565368;RGD1564688;RGD1562758","sp|P04797|G3P_RAT Glyceraldehyde-3-phosphate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Gapdh PE=1 SV=3;tr|Q0QEU1|Q0QEU1_RAT Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Rattus norvegicus OX=10116 GN=GAPDH PE=2 SV=1;tr|M0R590|M0R590_RAT Glyce",35.828,95424000,4703700,8508800,0,0,0,11347000,0,19132000,34598000,17134000,293980,531800,0,0,0,709200,0,1195800,2162300,1070900,0,0,0,0,0,20080000,0,16258000,20440000,20109000,1,1,0,0,0,2,0,3,6,3
"Q6LDS4;Q6PEC5;P07632",26.7299041789581,7.55661490923852,83.4705022448935,6.4673840313266e-20,3.05929925501623e-19,"Q6LDS4;Q6PEC5;P07632","Superoxide dismutase [Cu-Zn]","Sod1","tr|Q6LDS4|Q6LDS4_RAT Superoxide dismutase [Cu-Zn] OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q6PEC5|Q6PEC5_RAT Sod_Cu domain-containing protein (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;sp|P07632|SODC_RAT Superoxide dismutase [Cu-Zn] OS=Rattus nor",15.709,89823000,0,0,0,0,0,0,0,41587000,16858000,31378000,0,0,0,0,0,0,0,4620800,1873100,3486400,0,0,0,0,0,0,0,32054000,22915000,23477000,0,0,0,0,0,0,0,4,3,5
"Q6IN22;P00787",26.5361069110232,7.36281769987615,83.1346710410136,7.66494484605543e-20,3.47870573782515e-19,"Q6IN22;P00787","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain","Ctsb","tr|Q6IN22|Q6IN22_RAT Cathepsin B OS=Rattus norvegicus OX=10116 GN=Ctsb PE=1 SV=1;sp|P00787|CATB_RAT Cathepsin B OS=Rattus norvegicus OX=10116 GN=Ctsb PE=1 SV=2",37.544,86094000,0,0,0,0,0,0,8288700,21554000,19428000,36823000,0,0,0,0,0,0,436250,1134400,1022500,1938100,0,0,0,0,0,0,0,25202000,21189000,22194000,0,1,0,0,0,0,2,3,4,9
"P31044",26.4194327387598,7.24614356741296,82.9324860270767,8.49042971170159e-20,3.71063224437329e-19,"P31044;P30086","Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide","Pebp1","sp|P31044|PEBP1_RAT Phosphatidylethanolamine-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Pebp1 PE=1 SV=3",20.801,102520000,8221900,0,0,0,0,0,10683000,46893000,8908700,27811000,822190,0,0,0,0,0,1068300,4689300,890870,2781100,0,0,0,0,0,0,0,36645000,0,27802000,1,0,0,1,0,0,2,6,4,2
"P50399",26.342620899299,7.16933175498636,82.7993791368208,9.08184981286164e-20,3.79460550611477e-19,"P50399","Rab GDP dissociation inhibitor beta","Gdi2","sp|P50399|GDIB_RAT Rab GDP dissociation inhibitor beta OS=Rattus norvegicus OX=10116 GN=Gdi2 PE=1 SV=2",50.537,75876000,0,7966800,0,0,0,0,0,24174000,25467000,18268000,0,284530,0,0,0,0,0,863360,909540,652440,0,0,0,0,0,0,0,18787000,20870000,20234000,1,2,0,0,0,0,1,7,6,5
"Q8CHN5;F7FJQ3",26.3123947101968,7.13910557791517,82.7469997873749,9.32572539638377e-20,3.79460550611477e-19,"Q8CHN5;F7FJQ3",NA,"Npc2","tr|Q8CHN5|Q8CHN5_RAT Epididymal secretory protein 1 OS=Rattus norvegicus OX=10116 GN=re1 PE=2 SV=1;tr|F7FJQ3|F7FJQ3_RAT NPC intracellular cholesterol transporter 2 OS=Rattus norvegicus OX=10116 GN=Npc2 PE=1 SV=1",16.364,96232000,0,16650000,0,0,0,0,6913100,26444000,3736800,42488000,0,2775000,0,0,0,0,1152200,4407300,622810,7081400,0,0,0,0,0,0,0,27527000,0,32535000,0,1,0,0,0,0,1,2,1,3
"F1LM82;F1LNF1;A7VJC2-3;A7VJC2-4;A7VJC2-2;A7VJC2",26.095428043507,6.92213899891515,82.3710185175618,1.12795612308791e-19,4.41118311115144e-19,"F1LM82;F1LNF1;A7VJC2-3;A7VJC2-4;A7VJC2-2;A7VJC2;B2GV69","Heterogeneous nuclear ribonucleoproteins A2/B1","Hnrnpa2b1","tr|F1LM82|F1LM82_RAT Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Rattus norvegicus OX=10116 GN=Hnrnpa2b1 PE=1 SV=3;tr|F1LNF1|F1LNF1_RAT Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Rattus norvegicus OX=10116 GN=Hnrnpa2b1 PE=1 SV=1;sp|A7VJC2-3|RO",32.468,63901000,0,6574400,0,0,0,0,0,15693000,18724000,22910000,0,365250,0,0,0,0,0,871820,1040200,1272800,0,0,0,0,0,0,0,17214000,14738000,18701000,0,2,0,0,0,1,0,3,3,3
"Q5U367",26.064588201541,6.89129917045873,82.3175761288948,1.15887013937029e-19,4.41118311115144e-19,"Q5U367","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","Plod3","sp|Q5U367|PLOD3_RAT Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Rattus norvegicus OX=10116 GN=Plod3 PE=1 SV=1",85.059,60632000,0,4388800,0,0,0,0,0,23057000,16153000,17033000,0,115490,0,0,0,0,0,606760,425090,448230,0,0,0,0,0,0,0,18146000,16440000,14781000,0,1,0,0,0,0,0,4,6,4
"M0RDR2;F1LP80;P20156",25.9792378413462,6.80594884978698,82.1696724041833,1.24891592049587e-19,4.60537745682852e-19,"M0RDR2;F1LP80;P20156","Neurosecretory protein VGF;VGF(24-63);VGF(180-194);VGF(375-407);Neuroendocrine regulatory peptide-1;Neuroendocrine regulatory peptide-2;TLQP-11;TLQP-21;TLQP-30;TLQP-62;HFHH-10;AQEE-30;LQEQ-19","LOC100909521;Vgf","tr|M0RDR2|M0RDR2_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1;tr|F1LP80|F1LP80_RAT Neurosecretory protein VGF OS=Rattus norvegicus OX=10116 GN=Vgf PE=4 SV=2;sp|P20156|VGF_RAT Neurosecretory protein VGF OS=Rattus norvegicus OX=10116 G",60.86,53251000,0,0,0,0,0,0,0,19140000,10547000,23564000,0,0,0,0,0,0,0,580000,319620,714050,0,0,0,0,0,0,0,14483000,14398000,17833000,0,0,0,0,0,0,0,5,2,8
"P19944",25.8880347024649,6.71474575555913,82.0116258841093,1.3528854281785e-19,4.83759031894131e-19,"P19944","60S acidic ribosomal protein P1","Rplp1","sp|P19944|RLA1_RAT 60S acidic ribosomal protein P1 OS=Rattus norvegicus OX=10116 GN=Rplp1 PE=3 SV=1",11.498,119950000,8165300,14521000,0,0,6241100,11380000,8647000,22142000,21547000,27308000,2721800,4840200,0,0,2080400,3793300,2882300,7380700,7182300,9102600,0,0,0,0,0,0,0,0,19870000,23913000,1,2,0,0,1,2,2,1,2,2
"A0A0G2K3Z9;Q63716",25.8029113860677,6.62962248315829,81.8641155278885,1.45772097537589e-19,4.89688169608869e-19,"A0A0G2K3Z9;Q63716","Peroxiredoxin-1","Prdx1","tr|A0A0G2K3Z9|A0A0G2K3Z9_RAT Peroxiredoxin OS=Rattus norvegicus OX=10116 PE=3 SV=1;sp|Q63716|PRDX1_RAT Peroxiredoxin-1 OS=Rattus norvegicus OX=10116 GN=Prdx1 PE=1 SV=1",22.164,105620000,16054000,0,0,0,0,20500000,15991000,7217200,13168000,32685000,1003400,0,0,0,0,1281200,999430,451080,822980,2042800,0,0,0,0,0,0,0,0,23021000,17891000,2,0,0,0,0,1,1,1,5,4
"P42123",25.8275206346156,6.65423171880047,81.9067614491517,1.42660412602453e-19,4.89688169608869e-19,"P42123","L-lactate dehydrogenase B chain","Ldhb","sp|P42123|LDHB_RAT L-lactate dehydrogenase B chain OS=Rattus norvegicus OX=10116 GN=Ldhb PE=1 SV=2",36.612,80050000,0,32508000,0,0,0,0,0,16808000,11764000,18970000,0,1912200,0,0,0,0,0,988700,691990,1115900,0,0,0,0,0,0,0,14769000,15510000,11497000,0,4,0,0,0,0,0,4,4,5
"P48500;Q6SA19;A0A0G2JWU1;A0A0G2JWJ4",25.693847100409,6.52055825865496,81.6751177862176,1.60400255982634e-19,4.89688169608869e-19,"P48500;Q6SA19;A0A0G2JWU1;A0A0G2JWJ4","Triosephosphate isomerase","Tpi1;LOC500959","sp|P48500|TPIS_RAT Triosephosphate isomerase OS=Rattus norvegicus OX=10116 GN=Tpi1 PE=1 SV=2;tr|Q6SA19|Q6SA19_RAT Triosephosphate isomerase OS=Rattus norvegicus OX=10116 GN=LOC500959 PE=2 SV=1;tr|A0A0G2JWU1|A0A0G2JWU1_RAT Triosephosphate isomerase OS=Rattu",26.849,78701000,7285500,11134000,0,0,0,0,7529100,10132000,19790000,22830000,428560,654910,0,0,0,0,442890,596020,1164100,1342900,0,0,0,0,0,0,0,0,17938000,20283000,2,2,0,0,0,1,1,7,4,5
