"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"E9PT22",30.081852942576,5.8304540374601,89.5328375141621,3.01590804881233e-21,5.94541402693925e-19,"E9PT22",NA,NA,"tr|E9PT22|E9PT22_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 GN=Inf2 PE=1 SV=3",136.46,1246,"1246",77.91,0,3932100,3024600,3962200,2496300,107020000,71828000,69467000,95371000,50163000,0,74190,57067,74758,47101,2019200,1355200,1310700,1799500,946470,0,0,0,0,0,150810000,145580000,141030000,137190000,130920000,0,0,0,0,0,18,9,14,17,15
"F1M9F6;B5DF73",29.9628903174823,5.71149141574437,89.3266885850147,3.3471309917779e-21,5.94541402693925e-19,"F1M9F6",NA,"Gbp5","tr|F1M9F6|F1M9F6_RAT Guanylate-binding protein 5 OS=Rattus norvegicus OX=10116 GN=Gbp5 PE=1 SV=1;tr|B5DF73|B5DF73_RAT Gbp5 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Gbp5 PE=2 SV=1",66.956,586,"586;404",25.146,0,0,0,0,0,100570000,99048000,66620000,77977000,43872000,0,0,0,0,0,3868100,3809500,2562300,2999100,1687400,0,0,0,0,0,165750000,142050000,121270000,99910000,120270000,0,0,0,0,0,13,12,15,11,12
"G3V826",-30.0878938402225,5.83649493499581,89.509895680913,3.05108510603371e-21,5.94541402693925e-19,"G3V826","Transketolase","Tkt","tr|G3V826|G3V826_RAT Transketolase OS=Rattus norvegicus OX=10116 GN=Tkt PE=1 SV=1",71.158,655,"655",66.814,339350000,375290000,400580000,415310000,352300000,169720000,186160000,110840000,87154000,186420000,12119000,13403000,14306000,14832000,12582000,6061500,6648400,3958700,3112600,6657700,297080000,0,0,0,416820000,0,0,0,0,0,7,5,15,13,17,4,7,12,7,9
"M0R3N4",30.1037151493621,5.85231624365544,89.5707222740515,2.95870460071606e-21,5.94541402693925e-19,"M0R3N4",NA,"Vat1l","tr|M0R3N4|M0R3N4_RAT Vesicle amine transport 1-like OS=Rattus norvegicus OX=10116 GN=Vat1l PE=1 SV=2",41.602,378,"378",50.052,0,0,0,0,0,66526000,123940000,155240000,141090000,58483000,0,0,0,0,0,3695900,6885600,8624200,7838400,3249000,0,0,0,0,0,123590000,135830000,164750000,155790000,136500000,0,0,0,0,0,11,14,13,13,12
"M0RC17",30.0098138284671,5.75841492536406,89.4080017837193,3.21234652751632e-21,5.94541402693925e-19,"M0RC17",NA,"Chl1","tr|M0RC17|M0RC17_RAT Cell adhesion molecule L1-like OS=Rattus norvegicus OX=10116 GN=Chl1 PE=1 SV=2",135.61,1210,"1210;144",100.78,0,0,0,0,0,75125000,67981000,70506000,70354000,71667000,0,0,0,0,0,1318000,1192600,1236900,1234300,1257300,0,0,0,0,0,129600000,107610000,131400000,148780000,153670000,0,0,0,0,0,9,14,12,12,12
"P63259",30.1439132465186,5.89251433971257,89.6403809569652,2.85634183586874e-21,5.94541402693925e-19,"P63259","Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed","Actg1","sp|P63259|ACTG_RAT Actin, cytoplasmic 2 OS=Rattus norvegicus OX=10116 GN=Actg1 PE=1 SV=1",41.792,375,"375",190.3,546170000,500460000,822630000,847780000,6647300,170640000,102750000,153740000,5196600,404760000,27308000,25023000,41132000,42389000,332360,8531800,5137500,7687200,259830,20238000,0,0,0,0,0,0,0,0,0,726210000,56,59,74,84,33,40,37,40,34,25
"Q00238",30.438057266964,6.18665835324564,90.150099772611,2.20760246659583e-21,5.94541402693925e-19,"Q00238","Intercellular adhesion molecule 1","Icam1","sp|Q00238|ICAM1_RAT Intercellular adhesion molecule 1 OS=Rattus norvegicus OX=10116 GN=Icam1 PE=2 SV=1",60.141,545,"545",57.053,0,0,0,0,0,75291000,80751000,91491000,174700000,77606000,0,0,0,0,0,3011600,3230000,3659600,6987900,3104200,0,0,0,0,0,171810000,175940000,186040000,189900000,179490000,0,0,0,0,0,9,8,8,12,11
"Q68FU7",-29.9604897584213,5.70909085683562,89.2891187113234,3.41130313021104e-21,5.94541402693925e-19,"Q68FU7","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial","Coq6","sp|Q68FU7|COQ6_RAT Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Rattus norvegicus OX=10116 GN=Coq6 PE=2 SV=1",51.495,476,"476",5.1741,13575000,700740000,5926200,10738000,9562200,2513700,1822700,0,2678400,0,754140,38930000,329230,596560,531240,139650,101260,0,148800,0,0,155020000,115800000,202740000,185010000,0,0,0,0,0,4,5,2,2,3,0,2,0,0,0
"Q6P734",30.3612379961135,6.10983908407622,90.0169805685428,2.36124725211803e-21,5.94541402693925e-19,"Q6P734","Plasma protease C1 inhibitor","Serping1","sp|Q6P734|IC1_RAT Plasma protease C1 inhibitor OS=Rattus norvegicus OX=10116 GN=Serping1 PE=2 SV=1",55.611,504,"504",123.22,0,0,0,0,0,80878000,102850000,78229000,142060000,63546000,0,0,0,0,0,3235100,4114200,3129100,5682200,2541800,0,0,0,0,0,158290000,171070000,146980000,204200000,176280000,0,0,0,0,0,9,14,19,18,15
"Q8R427;G3V9J6;D4A0Y9;P43245;Q9JK64;Q6PSM0;Q3B7L2",30.2138856330045,5.96248672445049,89.7616354028278,2.68653676435789e-21,5.94541402693925e-19,"Q8R427","Multidrug resistance protein 1","Abcb1b;Abcb1;Abcb1a;Mdr1a","tr|Q8R427|Q8R427_RAT ATP-binding cassette protein B1b OS=Rattus norvegicus OX=10116 GN=Abcb1b PE=2 SV=1;tr|G3V9J6|G3V9J6_RAT Phosphatidylcholine translocator ABCB4 OS=Rattus norvegicus OX=10116 GN=Abcb1b PE=1 SV=1;tr|D4A0Y9|D4A0Y9_RAT Phosphatidylcholine t",141.22,1275,"1275;1275;1271;1277;1272;1272;616;721;721;1278;1278;252;99;649;1320;1321;1321;682;1321",77.104,0,0,0,0,0,88360000,59688000,92889000,119030000,63322000,0,0,0,0,0,1402500,947430,1474400,1889400,1005100,0,0,0,0,0,149860000,130570000,175640000,171390000,145910000,0,0,0,0,0,13,12,15,23,14
"Q9WTV1",30.2334907699131,5.98209186087206,89.7956089126264,2.64079749154525e-21,5.94541402693925e-19,"Q9WTV1","Chitinase-3-like protein 1","Chi3l1","sp|Q9WTV1|CH3L1_RAT Chitinase-3-like protein 1 OS=Rattus norvegicus OX=10116 GN=Chi3l1 PE=2 SV=3",42.392,381,"381",57.527,0,0,0,0,0,135640000,126880000,142560000,100790000,86519000,0,0,0,0,0,6458900,6041800,6788600,4799500,4119900,0,0,0,0,0,129520000,136730000,180540000,150630000,185600000,0,0,0,0,0,16,16,21,14,12
"F1LQH2",29.8473726925476,5.59597379437137,89.1265094540299,3.7035470765609e-21,6.04094790503228e-19,"F1LQH2",NA,"Nfkb1","tr|F1LQH2|F1LQH2_RAT Nuclear factor NF-kappa-B p105 subunit OS=Rattus norvegicus OX=10116 GN=Nfkb1 PE=1 SV=2",105.7,973,"973;522",78.717,0,0,0,0,0,87651000,105940000,83425000,67462000,60362000,0,0,0,0,0,1753000,2118700,1668500,1349200,1207200,0,0,0,0,0,117180000,124510000,126780000,120180000,111090000,0,0,0,0,0,18,18,17,14,17
"G3V8G4;P55068;P55068-2;A0A0G2JYH8",-29.838436884558,5.58703798674855,89.0776147586492,3.79622409332629e-21,6.04094790503228e-19,"G3V8G4","Brevican core protein","Bcan","tr|G3V8G4|G3V8G4_RAT Brevican core protein OS=Rattus norvegicus OX=10116 GN=Bcan PE=1 SV=1;sp|P55068|PGCB_RAT Brevican core protein OS=Rattus norvegicus OX=10116 GN=Bcan PE=1 SV=2;sp|P55068-2|PGCB_RAT Isoform 2 of Brevican core protein OS=Rattus norvegicus",96,883,"883;883;645;371",76.795,128100000,142690000,94177000,116480000,83601000,0,0,0,0,0,3124400,3480300,2297000,2840900,2039100,0,0,0,0,0,125960000,117990000,121910000,109460000,128470000,0,0,0,0,0,12,19,14,22,16,0,0,0,0,0
"A0A0G2K327;Q8K4M9",-29.7796240817296,5.52822518586002,88.9756987444444,3.99692421742949e-21,6.09530943157997e-19,"A0A0G2K327","Oxysterol-binding protein-related protein 1","Osbpl1a","tr|A0A0G2K327|A0A0G2K327_RAT Oxysterol-binding protein OS=Rattus norvegicus OX=10116 GN=Osbpl1a PE=1 SV=1;sp|Q8K4M9|OSBL1_RAT Oxysterol-binding protein-related protein 1 OS=Rattus norvegicus OX=10116 GN=Osbpl1a PE=1 SV=1",107.54,949,"949;950;483",17.75,55005000,275500000,56823000,104450000,89089000,4168400,0,4827800,0,1655200,1057800,5298100,1092800,2008700,1713200,80162,0,92843,0,31831,143690000,88447000,131230000,108780000,107480000,0,0,0,0,0,7,9,7,10,11,0,0,0,0,2
"G3V6L4;A0A0G2K070",29.7014270909088,5.45002819765698,88.8736020374564,4.20862207633691e-21,6.16142271975724e-19,"G3V6L4","Kinesin-like protein","Kif5c","tr|G3V6L4|G3V6L4_RAT Kinesin-like protein OS=Rattus norvegicus OX=10116 GN=Kif5c PE=1 SV=3;tr|A0A0G2K070|A0A0G2K070_RAT Kinesin-like protein OS=Rattus norvegicus OX=10116 GN=Kif5c PE=1 SV=1",109.14,955,"955;775;239",43.407,0,0,0,0,0,65713000,47711000,44392000,81988000,52541000,0,0,0,0,0,1113800,808660,752410,1389600,890520,0,0,0,0,0,94842000,104130000,110460000,117190000,115370000,0,0,0,0,0,12,12,13,16,15
"P30152",29.6067369724648,5.35533808267331,88.709514642017,4.57260593301295e-21,6.198421375862e-19,"P30152","Neutrophil gelatinase-associated lipocalin","Lcn2","sp|P30152|NGAL_RAT Neutrophil gelatinase-associated lipocalin OS=Rattus norvegicus OX=10116 GN=Lcn2 PE=1 SV=2",22.475,198,"198",7.0733,0,0,0,0,0,157420000,73630000,28299000,34553000,98871000,0,0,0,0,0,31484000,14726000,5659800,6910500,19774000,0,0,0,0,0,159160000,69702000,57310000,54057000,165640000,0,0,0,0,0,7,5,4,3,5
"P84039",-29.6562234770055,5.40482458547304,88.7618592861843,4.45319715858381e-21,6.198421375862e-19,"P84039","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5","Enpp5","sp|P84039|ENPP5_RAT Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Rattus norvegicus OX=10116 GN=Enpp5 PE=1 SV=2",54.289,477,"477",19.911,84550000,173740000,105110000,96041000,50592000,0,0,0,0,0,4450000,9144100,5532200,5054800,2662700,0,0,0,0,0,97749000,136350000,110670000,78147000,109210000,0,0,0,0,0,8,10,9,8,6,0,0,0,0,0
"D3ZA22",29.5636051217857,5.31220623366246,88.6347719645163,4.74868174454915e-21,6.2072054232321e-19,"D3ZA22",NA,"Trim47","tr|D3ZA22|D3ZA22_RAT Similar to Tripartite motif protein 47 OS=Rattus norvegicus OX=10116 GN=Trim47 PE=1 SV=1",70.027,642,"642",156.8,0,0,0,0,0,78055000,65320000,43329000,55579000,33845000,0,0,0,0,0,2890900,2419300,1604800,2058500,1253500,0,0,0,0,0,106940000,99508000,102890000,84860000,98106000,0,0,0,0,0,10,14,10,11,12
"Q9WVJ6;Q6P6R6",29.5043841953719,5.25298530961009,88.5321487149559,5.00153831160634e-21,6.31228628292386e-19,"Q9WVJ6",NA,"Tgm2","tr|Q9WVJ6|Q9WVJ6_RAT Tissue-type transglutaminase OS=Rattus norvegicus OX=10116 GN=Tgm2 PE=1 SV=1;tr|Q6P6R6|Q6P6R6_RAT Transglutaminase 2, C polypeptide OS=Rattus norvegicus OX=10116 GN=Tgm2 PE=2 SV=1",76.934,686,"686;686;184",30.285,0,0,0,0,0,66765000,51421000,55835000,62405000,26042000,0,0,0,0,0,1854600,1428300,1551000,1733500,723390,0,0,0,0,0,92316000,102870000,91603000,91135000,94790000,0,0,0,0,0,7,9,10,10,8
"D4ACN7;A0A0G2K695",29.340263268109,5.08886438942018,88.2477454788901,5.77490292245981e-21,7.04538156540097e-19,"D4ACN7",NA,"Myof","tr|D4ACN7|D4ACN7_RAT Myoferlin OS=Rattus norvegicus OX=10116 GN=Myof PE=1 SV=2;tr|A0A0G2K695|A0A0G2K695_RAT Myoferlin OS=Rattus norvegicus OX=10116 GN=Myof PE=1 SV=1",233.38,2048,"2048;2061",36.589,0,0,0,0,0,51964000,30526000,54780000,62236000,29677000,0,0,0,0,0,419070,246180,441780,501900,239330,0,0,0,0,0,82455000,75916000,84663000,99826000,79393000,0,0,0,0,0,10,6,16,16,10
"P85108",-29.2251638225396,4.97376494940419,88.0148808799082,6.49638884664625e-21,7.66993005765331e-19,"P85108","Tubulin beta-2A chain","Tubb2a","sp|P85108|TBB2A_RAT Tubulin beta-2A chain OS=Rattus norvegicus OX=10116 GN=Tubb2a PE=1 SV=1",49.906,445,"445",25.328,256360000,248540000,168370000,190690000,144910000,157150000,194930000,148400000,147430000,131120000,12818000,12427000,8418500,9534600,7245400,7857400,9746500,7420200,7371600,6556100,209570000,0,0,0,182930000,0,0,0,0,0,6,4,4,5,6,4,4,5,5,4
"D3ZEZ9;F1M155",29.1678707028865,4.91647183254064,87.9490084112655,6.71637775120027e-21,7.68185705293531e-19,"D3ZEZ9",NA,"Svil","tr|D3ZEZ9|D3ZEZ9_RAT Supervillin OS=Rattus norvegicus OX=10116 GN=Svil PE=1 SV=3;tr|F1M155|F1M155_RAT Supervillin OS=Rattus norvegicus OX=10116 GN=Svil PE=1 SV=3",215.47,1923,"1923;2165",61.001,0,0,0,0,0,45929000,44064000,24235000,62224000,30010000,0,0,0,0,0,463930,445090,244800,628530,303130,0,0,0,0,0,71919000,71235000,66649000,84676000,80052000,0,0,0,0,0,11,10,9,21,11
"Q05030;Q003I6",29.0928817855413,4.84148291915251,87.8190608619246,7.17244163223491e-21,7.72092246293523e-19,"Q05030","Platelet-derived growth factor receptor beta;Receptor protein-tyrosine kinase","Pdgfrb","sp|Q05030|PGFRB_RAT Platelet-derived growth factor receptor beta OS=Rattus norvegicus OX=10116 GN=Pdgfrb PE=2 SV=2;tr|Q003I6|Q003I6_RAT Platelet-derived growth factor receptor beta variant 1 OS=Rattus norvegicus OX=10116 PE=2 SV=1",122.83,1097,"1097;703",1.9589,0,174600000,114650000,150830000,137170000,92140000,0,93375000,107700000,80730000,0,3968300,2605700,3427900,3117400,2094100,0,2122200,2447600,1834800,0,0,0,0,0,114620000,0,0,123120000,118130000,0,0,0,0,2,3,0,2,2,3
"Q05096;Q05096-3;Q05096-2",29.0987316332092,4.84733276649925,87.8291981207732,7.13577620561012e-21,7.72092246293523e-19,"Q05096","Unconventional myosin-Ib","Myo1b","sp|Q05096|MYO1B_RAT Unconventional myosin-Ib OS=Rattus norvegicus OX=10116 GN=Myo1b PE=1 SV=1;sp|Q05096-3|MYO1B_RAT Isoform C of Unconventional myosin-Ib OS=Rattus norvegicus OX=10116 GN=Myo1b;sp|Q05096-2|MYO1B_RAT Isoform B of Unconventional myosin-Ib OS=",131.92,1136,"1136;1077;1106",29.855,0,5736300,0,4837100,5184900,25654000,25499000,43212000,70545000,26418000,0,91052,0,76780,82300,407210,404740,685910,1119800,419340,0,0,0,0,0,53655000,66898000,75086000,81121000,80159000,0,0,0,0,0,4,6,10,16,10
"A0A096MJT3;A0JN02;Q5I0G8;Q6XUZ7;E9PST0;A0A096MJN4;A0A0G2JVC7;Q6XUZ6;A0A096MJW0",28.9255861593941,4.67418730259505,87.5291563353068,8.30465312625432e-21,7.91256140350684e-19,"A0A096MJT3",NA,"4-Sep","tr|A0A096MJT3|A0A096MJT3_RAT Septin 4 OS=Rattus norvegicus OX=10116 GN=Sept4 PE=1 SV=1;tr|A0JN02|A0JN02_RAT Sept4 protein OS=Rattus norvegicus OX=10116 GN=Sept4 PE=1 SV=1;tr|Q5I0G8|Q5I0G8_RAT Sept4 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Sept4",41.868,360,"360;355;364;379;379;459;310;312;332;158;192",30.714,0,0,0,0,0,67198000,63951000,39391000,30527000,39492000,0,0,0,0,0,2921600,2780500,1712600,1327300,1717000,0,0,0,0,0,54616000,74035000,59094000,63553000,65235000,0,0,0,0,0,10,7,9,5,9
"A0A0G2K872;Q1WIM3",-28.9673179170206,4.71591905787487,87.568062872675,8.14289131450694e-21,7.91256140350684e-19,"A0A0G2K872","Cell adhesion molecule 3","Cadm3","tr|A0A0G2K872|A0A0G2K872_RAT Cell adhesion molecule 3 OS=Rattus norvegicus OX=10116 GN=Cadm3 PE=1 SV=1;sp|Q1WIM3|CADM3_RAT Cell adhesion molecule 3 OS=Rattus norvegicus OX=10116 GN=Cadm3 PE=1 SV=1",46.634,430,"430;396",54.299,71165000,92003000,80756000,64555000,47322000,0,0,0,0,0,4186200,5411900,4750300,3797400,2783700,0,0,0,0,0,55209000,63753000,72490000,81887000,57136000,0,0,0,0,0,12,10,13,10,8,0,0,0,0,0
"F1LZ05",28.8571078928975,4.60570904036373,87.4104911379934,8.8181509383334e-21,7.91256140350684e-19,"F1LZ05",NA,"Parp14","tr|F1LZ05|F1LZ05_RAT Poly [ADP-ribose] polymerase OS=Rattus norvegicus OX=10116 GN=Parp14 PE=1 SV=2",199.53,1787,"1787",27.46,3965700,0,0,0,0,60921000,19856000,24146000,54007000,14009000,38502,0,0,0,0,591460,192770,234430,524340,136010,0,0,0,0,0,62015000,42532000,75234000,72579000,49766000,0,0,0,0,0,10,5,7,12,6
"P02793;Q7TP54;M0R6L9;M0R5T8;F1M5T1;M0R597;M0RCS3",-29.0108285395452,4.75942967786083,87.6434619269117,7.83832185949516e-21,7.91256140350684e-19,"P02793","Ferritin light chain 1;Protein FAM65B;Ferritin","Ftl1;Fam65b;RGD1560687;RGD1566189;LOC100359668;LOC100362384;Ftl1l1","sp|P02793|FRIL1_RAT Ferritin light chain 1 OS=Rattus norvegicus OX=10116 GN=Ftl1 PE=1 SV=3;sp|Q7TP54|RIPR2_RAT Rho family-interacting cell polarization regulator 2 OS=Rattus norvegicus OX=10116 GN=Ripor2 PE=1 SV=1;tr|M0R6L9|M0R6L9_RAT Ferritin OS=Rattus no",20.748,183,"183;1310;183;183;183;184;183;134",87.48,108620000,123200000,62059000,53602000,62321000,0,0,0,0,0,9874700,11200000,5641800,4872900,5665500,0,0,0,0,0,72914000,70463000,75903000,62358000,58651000,0,0,0,0,0,11,13,7,10,10,0,0,0,0,0
"P23978",-28.7996340919182,4.54823524327944,87.2774855073788,9.43154475816163e-21,7.91256140350684e-19,"P23978","Sodium- and chloride-dependent GABA transporter 1","Slc6a1","sp|P23978|SC6A1_RAT Sodium- and chloride-dependent GABA transporter 1 OS=Rattus norvegicus OX=10116 GN=Slc6a1 PE=1 SV=1",67.001,599,"599",26.25,61952000,72899000,49419000,57332000,34748000,0,0,3614200,0,0,3441800,4049900,2745500,3185100,1930500,0,0,200790,0,0,60015000,61947000,57578000,56722000,57688000,0,0,0,0,0,3,6,4,5,3,0,0,0,0,0
"P97706;F1LQQ7",28.799377909133,4.54797906034892,87.3104515148916,9.2756451881631e-21,7.91256140350684e-19,"P97706","Sodium channel protein","Scn7a","tr|P97706|P97706_RAT Sodium channel protein OS=Rattus norvegicus OX=10116 GN=Scn7a PE=2 SV=1;tr|F1LQQ7|F1LQQ7_RAT Sodium channel protein OS=Rattus norvegicus OX=10116 GN=Scn7a PE=1 SV=3",194.74,1702,"1702;1704;435",30.816,9658800,10433000,0,0,0,42239000,35386000,36706000,40966000,8896900,163710,176820,0,0,0,715920,599770,622130,694340,150800,0,0,0,0,0,54800000,57597000,60515000,63639000,53608000,0,0,0,0,0,5,3,5,7,2
