"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"Q8R427;G3V9J6;D4A0Y9;P43245;Q9JK64;Q6PSM0;Q3B7L2",30.2056667555153,5.9542884818693,125.849170666218,3.31764407102524e-29,7.14348972772969e-27,"Q8R427","Multidrug resistance protein 1","Abcb1b;Abcb1;Abcb1a;Mdr1a","tr|Q8R427|Q8R427_RAT ATP-binding cassette protein B1b OS=Rattus norvegicus OX=10116 GN=Abcb1b PE=2 SV=1;tr|G3V9J6|G3V9J6_RAT Phosphatidylcholine translocator ABCB4 OS=Rattus norvegicus OX=10116 GN=Abcb1b PE=1 SV=1;tr|D4A0Y9|D4A0Y9_RAT Phosphatidylcholine t",141.22,1275,"1275;1275;1271;1277;1272;1272;616;721;721;1278;1278;252;99;649;1320;1321;1321;682;1321",77.104,0,0,0,0,0,88360000,59688000,92889000,119030000,63322000,0,0,0,0,0,1402500,947430,1474400,1889400,1005100,0,0,0,0,0,149860000,130570000,175640000,171390000,145910000,0,0,0,0,0,13,12,15,23,14
"Q9WTV1",30.2250176270697,5.97363935293931,125.896199803723,3.2399451142296e-29,7.14348972772969e-27,"Q9WTV1","Chitinase-3-like protein 1","Chi3l1","sp|Q9WTV1|CH3L1_RAT Chitinase-3-like protein 1 OS=Rattus norvegicus OX=10116 GN=Chi3l1 PE=2 SV=3",42.392,381,"381",57.527,0,0,0,0,0,135640000,126880000,142560000,100790000,86519000,0,0,0,0,0,6458900,6041800,6788600,4799500,4119900,0,0,0,0,0,129520000,136730000,180540000,150630000,185600000,0,0,0,0,0,16,16,21,14,12
"F1LQH2",29.8389829093805,5.58760464618439,124.958005357401,5.19832385965665e-29,7.3706760410079e-27,"F1LQH2",NA,"Nfkb1","tr|F1LQH2|F1LQH2_RAT Nuclear factor NF-kappa-B p105 subunit OS=Rattus norvegicus OX=10116 GN=Nfkb1 PE=1 SV=2",105.7,973,"973;522",78.717,0,0,0,0,0,87651000,105940000,83425000,67462000,60362000,0,0,0,0,0,1753000,2118700,1668500,1349200,1207200,0,0,0,0,0,117180000,124510000,126780000,120180000,111090000,0,0,0,0,0,18,18,17,14,17
"G3V8G4;P55068;P55068-2;A0A0G2JYH8",-29.8458825024617,5.59450423906154,124.967088684858,5.17458317858425e-29,7.3706760410079e-27,"G3V8G4","Brevican core protein","Bcan","tr|G3V8G4|G3V8G4_RAT Brevican core protein OS=Rattus norvegicus OX=10116 GN=Bcan PE=1 SV=1;sp|P55068|PGCB_RAT Brevican core protein OS=Rattus norvegicus OX=10116 GN=Bcan PE=1 SV=2;sp|P55068-2|PGCB_RAT Isoform 2 of Brevican core protein OS=Rattus norvegicus",96,883,"883;883;645;371",76.795,128100000,142690000,94177000,116480000,83601000,0,0,0,0,0,3124400,3480300,2297000,2840900,2039100,0,0,0,0,0,125960000,117990000,121910000,109460000,128470000,0,0,0,0,0,12,19,14,22,16,0,0,0,0,0
"A0A0G2K327;Q8K4M9",-29.7876154102783,5.53623714878684,124.825480012466,5.55734956358108e-29,7.48574986214371e-27,"A0A0G2K327","Oxysterol-binding protein-related protein 1","Osbpl1a","tr|A0A0G2K327|A0A0G2K327_RAT Oxysterol-binding protein OS=Rattus norvegicus OX=10116 GN=Osbpl1a PE=1 SV=1;sp|Q8K4M9|OSBL1_RAT Oxysterol-binding protein-related protein 1 OS=Rattus norvegicus OX=10116 GN=Osbpl1a PE=1 SV=1",107.54,949,"949;950;483",17.75,55005000,275500000,56823000,104450000,89089000,4168400,0,4827800,0,1655200,1057800,5298100,1092800,2008700,1713200,80162,0,92843,0,31831,143690000,88447000,131230000,108780000,107480000,0,0,0,0,0,7,9,7,10,11,0,0,0,0,2
"G3V6L4;A0A0G2K070",29.6931839816472,5.44180572340168,124.603664820755,6.21461927391982e-29,7.93060390103257e-27,"G3V6L4","Kinesin-like protein","Kif5c","tr|G3V6L4|G3V6L4_RAT Kinesin-like protein OS=Rattus norvegicus OX=10116 GN=Kif5c PE=1 SV=3;tr|A0A0G2K070|A0A0G2K070_RAT Kinesin-like protein OS=Rattus norvegicus OX=10116 GN=Kif5c PE=1 SV=1",109.14,955,"955;775;239",43.407,0,0,0,0,0,65713000,47711000,44392000,81988000,52541000,0,0,0,0,0,1113800,808660,752410,1389600,890520,0,0,0,0,0,94842000,104130000,110460000,117190000,115370000,0,0,0,0,0,12,12,13,16,15
"P84039",-29.662662310078,5.41128405295851,124.521801860978,6.47636547226119e-29,7.93060390103257e-27,"P84039","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5","Enpp5","sp|P84039|ENPP5_RAT Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Rattus norvegicus OX=10116 GN=Enpp5 PE=1 SV=2",54.289,477,"477",19.911,84550000,173740000,105110000,96041000,50592000,0,0,0,0,0,4450000,9144100,5532200,5054800,2662700,0,0,0,0,0,97749000,136350000,110670000,78147000,109210000,0,0,0,0,0,8,10,9,8,6,0,0,0,0,0
"P30152",29.6021665344119,5.35078827949164,124.382461740589,6.94749170354343e-29,8.13762723884609e-27,"P30152","Neutrophil gelatinase-associated lipocalin","Lcn2","sp|P30152|NGAL_RAT Neutrophil gelatinase-associated lipocalin OS=Rattus norvegicus OX=10116 GN=Lcn2 PE=1 SV=2",22.475,198,"198",7.0733,0,0,0,0,0,157420000,73630000,28299000,34553000,98871000,0,0,0,0,0,31484000,14726000,5659800,6910500,19774000,0,0,0,0,0,159160000,69702000,57310000,54057000,165640000,0,0,0,0,0,7,5,4,3,5
"D3ZA22",29.5555776291921,5.30419937609799,124.269234996243,7.35545618928075e-29,8.25649957246764e-27,"D3ZA22",NA,"Trim47","tr|D3ZA22|D3ZA22_RAT Similar to Tripartite motif protein 47 OS=Rattus norvegicus OX=10116 GN=Trim47 PE=1 SV=1",70.027,642,"642",156.8,0,0,0,0,0,78055000,65320000,43329000,55579000,33845000,0,0,0,0,0,2890900,2419300,1604800,2058500,1253500,0,0,0,0,0,106940000,99508000,102890000,84860000,98106000,0,0,0,0,0,10,14,10,11,12
"Q9WVJ6;Q6P6R6",29.4961924603,5.24481420958997,124.124909014422,7.91039251192072e-29,8.52423897084577e-27,"Q9WVJ6",NA,"Tgm2","tr|Q9WVJ6|Q9WVJ6_RAT Tissue-type transglutaminase OS=Rattus norvegicus OX=10116 GN=Tgm2 PE=1 SV=1;tr|Q6P6R6|Q6P6R6_RAT Transglutaminase 2, C polypeptide OS=Rattus norvegicus OX=10116 GN=Tgm2 PE=2 SV=1",76.934,686,"686;686;184",30.285,0,0,0,0,0,66765000,51421000,55835000,62405000,26042000,0,0,0,0,0,1854600,1428300,1551000,1733500,723390,0,0,0,0,0,92316000,102870000,91603000,91135000,94790000,0,0,0,0,0,7,9,10,10,8
"D4ACN7;A0A0G2K695",29.332330420065,5.08095217646148,123.726669003403,9.66855855504421e-29,1.00181141335727e-26,"D4ACN7",NA,"Myof","tr|D4ACN7|D4ACN7_RAT Myoferlin OS=Rattus norvegicus OX=10116 GN=Myof PE=1 SV=2;tr|A0A0G2K695|A0A0G2K695_RAT Myoferlin OS=Rattus norvegicus OX=10116 GN=Myof PE=1 SV=1",233.38,2048,"2048;2061",36.589,0,0,0,0,0,51964000,30526000,54780000,62236000,29677000,0,0,0,0,0,419070,246180,441780,501900,239330,0,0,0,0,0,82455000,75916000,84663000,99826000,79393000,0,0,0,0,0,10,6,16,16,10
"D3ZEZ9;F1M155",29.1602031071526,4.9088248719278,123.308341579242,1.19378015989024e-28,1.19112731509048e-26,"D3ZEZ9",NA,"Svil","tr|D3ZEZ9|D3ZEZ9_RAT Supervillin OS=Rattus norvegicus OX=10116 GN=Svil PE=1 SV=3;tr|F1M155|F1M155_RAT Supervillin OS=Rattus norvegicus OX=10116 GN=Svil PE=1 SV=3",215.47,1923,"1923;2165",61.001,0,0,0,0,0,45929000,44064000,24235000,62224000,30010000,0,0,0,0,0,463930,445090,244800,628530,303130,0,0,0,0,0,71919000,71235000,66649000,84676000,80052000,0,0,0,0,0,11,10,9,21,11
"Q05096;Q05096-3;Q05096-2",29.0902227326696,4.83884450115169,123.138265662341,1.30062143431206e-28,1.25138362287025e-26,"Q05096","Unconventional myosin-Ib","Myo1b","sp|Q05096|MYO1B_RAT Unconventional myosin-Ib OS=Rattus norvegicus OX=10116 GN=Myo1b PE=1 SV=1;sp|Q05096-3|MYO1B_RAT Isoform C of Unconventional myosin-Ib OS=Rattus norvegicus OX=10116 GN=Myo1b;sp|Q05096-2|MYO1B_RAT Isoform B of Unconventional myosin-Ib OS=",131.92,1136,"1136;1077;1106",29.855,0,5736300,0,4837100,5184900,25654000,25499000,43212000,70545000,26418000,0,91052,0,76780,82300,407210,404740,685910,1119800,419340,0,0,0,0,0,53655000,66898000,75086000,81121000,80159000,0,0,0,0,0,4,6,10,16,10
"P02793;Q7TP54;M0R6L9;M0R5T8;F1M5T1;M0R597;M0RCS3",-29.0186576021219,4.76727937461486,122.956653240799,1.42528932735443e-28,1.32404463720442e-26,"P02793","Ferritin light chain 1;Protein FAM65B;Ferritin","Ftl1;Fam65b;RGD1560687;RGD1566189;LOC100359668;LOC100362384;Ftl1l1","sp|P02793|FRIL1_RAT Ferritin light chain 1 OS=Rattus norvegicus OX=10116 GN=Ftl1 PE=1 SV=3;sp|Q7TP54|RIPR2_RAT Rho family-interacting cell polarization regulator 2 OS=Rattus norvegicus OX=10116 GN=Ripor2 PE=1 SV=1;tr|M0R6L9|M0R6L9_RAT Ferritin OS=Rattus no",20.748,183,"183;1310;183;183;183;184;183;134",87.48,108620000,123200000,62059000,53602000,62321000,0,0,0,0,0,9874700,11200000,5641800,4872900,5665500,0,0,0,0,0,72914000,70463000,75903000,62358000,58651000,0,0,0,0,0,11,13,7,10,10,0,0,0,0,0
"A0A096MJT3;A0JN02;Q5I0G8;Q6XUZ7;E9PST0;A0A096MJN4;A0A0G2JVC7;Q6XUZ6;A0A096MJW0",28.9171086965109,4.66573047496712,122.717540145397,1.60783641463085e-28,1.33018984549399e-26,"A0A096MJT3",NA,"4-Sep","tr|A0A096MJT3|A0A096MJT3_RAT Septin 4 OS=Rattus norvegicus OX=10116 GN=Sept4 PE=1 SV=1;tr|A0JN02|A0JN02_RAT Sept4 protein OS=Rattus norvegicus OX=10116 GN=Sept4 PE=1 SV=1;tr|Q5I0G8|Q5I0G8_RAT Sept4 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Sept4",41.868,360,"360;355;364;379;379;459;310;312;332;158;192",30.714,0,0,0,0,0,67198000,63951000,39391000,30527000,39492000,0,0,0,0,0,2921600,2780500,1712600,1327300,1717000,0,0,0,0,0,54616000,74035000,59094000,63553000,65235000,0,0,0,0,0,10,7,9,5,9
"A0A0G2K872;Q1WIM3",-28.9768805876388,4.72550236254595,122.855120999586,1.50012364688904e-28,1.33018984549399e-26,"A0A0G2K872","Cell adhesion molecule 3","Cadm3","tr|A0A0G2K872|A0A0G2K872_RAT Cell adhesion molecule 3 OS=Rattus norvegicus OX=10116 GN=Cadm3 PE=1 SV=1;sp|Q1WIM3|CADM3_RAT Cell adhesion molecule 3 OS=Rattus norvegicus OX=10116 GN=Cadm3 PE=1 SV=1",46.634,430,"430;396",54.299,71165000,92003000,80756000,64555000,47322000,0,0,0,0,0,4186200,5411900,4750300,3797400,2783700,0,0,0,0,0,55209000,63753000,72490000,81887000,57136000,0,0,0,0,0,12,10,13,10,8,0,0,0,0,0
"F1LZ05",28.8489084845861,4.59753026731844,122.551790614161,1.74792503113349e-28,1.33018984549399e-26,"F1LZ05",NA,"Parp14","tr|F1LZ05|F1LZ05_RAT Poly [ADP-ribose] polymerase OS=Rattus norvegicus OX=10116 GN=Parp14 PE=1 SV=2",199.53,1787,"1787",27.46,3965700,0,0,0,0,60921000,19856000,24146000,54007000,14009000,38502,0,0,0,0,591460,192770,234430,524340,136010,0,0,0,0,0,62015000,42532000,75234000,72579000,49766000,0,0,0,0,0,10,5,7,12,6
"P23978",-28.8074761412739,4.55609792673249,122.443411025808,1.84606179788793e-28,1.33018984549399e-26,"P23978","Sodium- and chloride-dependent GABA transporter 1","Slc6a1","sp|P23978|SC6A1_RAT Sodium- and chloride-dependent GABA transporter 1 OS=Rattus norvegicus OX=10116 GN=Slc6a1 PE=1 SV=1",67.001,599,"599",26.25,61952000,72899000,49419000,57332000,34748000,0,0,3614200,0,0,3441800,4049900,2745500,3185100,1930500,0,0,200790,0,0,60015000,61947000,57578000,56722000,57688000,0,0,0,0,0,3,6,4,5,3,0,0,0,0,0
"P97706;F1LQQ7",28.7910553594012,4.53967714591503,122.411187994003,1.87628857196628e-28,1.33018984549399e-26,"P97706","Sodium channel protein","Scn7a","tr|P97706|P97706_RAT Sodium channel protein OS=Rattus norvegicus OX=10116 GN=Scn7a PE=2 SV=1;tr|F1LQQ7|F1LQQ7_RAT Sodium channel protein OS=Rattus norvegicus OX=10116 GN=Scn7a PE=1 SV=3",194.74,1702,"1702;1704;435",30.816,9658800,10433000,0,0,0,42239000,35386000,36706000,40966000,8896900,163710,176820,0,0,0,715920,599770,622130,694340,150800,0,0,0,0,0,54800000,57597000,60515000,63639000,53608000,0,0,0,0,0,5,3,5,7,2
"Q6P762",-28.8612683487392,4.60989013071748,122.574144245099,1.7283424206168e-28,1.33018984549399e-26,"Q6P762","Alpha-mannosidase","Man2b1","tr|Q6P762|Q6P762_RAT Alpha-mannosidase OS=Rattus norvegicus OX=10116 GN=Man2b1 PE=1 SV=1",114.33,1009,"1009",30.703,55687000,71229000,63969000,46572000,46928000,6269100,4485900,0,0,0,1113700,1424600,1279400,931440,938550,125380,89717,0,0,0,56635000,63307000,70139000,45894000,69309000,0,0,0,0,0,8,7,6,7,5,0,0,0,0,0
"Q6P7B3;D4A9N5",28.8429524424792,4.5915742255747,122.537315421784,1.76072405314947e-28,1.33018984549399e-26,"Q6P7B3",NA,"Trim25","tr|Q6P7B3|Q6P7B3_RAT Tripartite motif-containing 25 OS=Rattus norvegicus OX=10116 GN=Trim25 PE=2 SV=1;tr|D4A9N5|D4A9N5_RAT Tripartite motif-containing 25 OS=Rattus norvegicus OX=10116 GN=Trim25 PE=1 SV=3",71.951,643,"643;643",25.563,0,4428400,0,0,5020800,43788000,44954000,24352000,36149000,25009000,0,123010,0,0,139470,1216300,1248700,676440,1004100,694690,0,0,0,0,0,72551000,59963000,63392000,43397000,60880000,0,0,0,0,2,9,9,7,7,6
"Q9ESN0",28.9565349727273,4.70515674880411,122.813359300722,1.53203316005251e-28,1.33018984549399e-26,"Q9ESN0","Protein Niban","Fam129a","sp|Q9ESN0|NIBA1_RAT Protein Niban 1 OS=Rattus norvegicus OX=10116 GN=Niban1 PE=1 SV=2",103.46,937,"937",48.515,0,0,0,0,0,44866000,37092000,42598000,26393000,25392000,0,0,0,0,0,975340,806350,926040,573770,552010,0,0,0,0,0,61145000,62235000,76380000,62280000,63206000,0,0,0,0,0,12,8,9,7,8
"Q9JHZ9",-28.7980879938275,4.54670977990774,122.42059465856,1.86741386176335e-28,1.33018984549399e-26,"Q9JHZ9","Sodium-coupled neutral amino acid transporter 3","Slc38a3","sp|Q9JHZ9|S38A3_RAT Sodium-coupled neutral amino acid transporter 3 OS=Rattus norvegicus OX=10116 GN=Slc38a3 PE=2 SV=1",55.636,504,"504",11.859,55197000,85113000,73629000,48515000,44447000,0,0,0,0,0,3449800,5319600,4601800,3032200,2778000,0,0,0,0,0,60057000,68358000,61213000,56998000,45421000,0,0,0,0,0,6,7,8,6,7,0,0,0,0,0
"D3ZVG3;P70581-3;P70581-4;P70581-2;P70581",-28.7647907460545,4.51341253438734,122.339670953908,1.94515524989853e-28,1.34365339569914e-26,"D3ZVG3","Nucleoporin p58/p45","Nupl1","tr|D3ZVG3|D3ZVG3_RAT Nucleoporin p58/p45 OS=Rattus norvegicus OX=10116 GN=Nup58 PE=1 SV=2;sp|P70581-3|NUP58_RAT Isoform p23 of Nucleoporin p58/p45 OS=Rattus norvegicus OX=10116 GN=Nup58;sp|P70581-4|NUP58_RAT Isoform H6 of Nucleoporin p58/p45 OS=Rattus norv",23.027,206,"206;208;471;513;585",10.673,13933000,13721000,13522000,12261000,243460000,0,0,3246800,2911600,5826300,1393300,1372100,1352200,1226100,24346000,0,0,324680,291160,582630,67376000,65745000,77379000,0,75362000,0,0,0,0,0,3,2,2,2,4,0,0,0,0,2
